date,open,close,high,low,mktret
2022/1/25,"3,433.06","3,509.28","3,519.83","3,433.06",-2.58%
2022/1/24,"3,524.10","3,508.24","3,531.61","3,500.14",0.04%
2022/1/21,"3,522.57","3,546.75","3,547.00","3,514.89",-0.91%
2022/1/20,"3,555.06","3,556.23","3,576.26","3,540.55",-0.09%
2022/1/19,"3,558.18","3,567.63","3,578.73","3,541.66",-0.33%
2022/1/18,"3,569.91","3,541.89","3,579.31","3,531.33",0.80%
2022/1/17,"3,541.67","3,522.09","3,546.09","3,519.43",0.58%
2022/1/14,"3,521.26","3,544.07","3,548.42","3,519.32",-0.96%
2022/1/13,"3,555.26","3,601.03","3,601.07","3,555.16",-1.17%
2022/1/12,"3,597.43","3,578.16","3,599.50","3,572.10",0.84%
2022/1/11,"3,567.44","3,589.90","3,602.15","3,562.75",-0.73%
2022/1/10,"3,593.52","3,572.74","3,593.52","3,555.13",0.39%
2022/1/7,"3,579.54","3,588.99","3,607.23","3,577.10",-0.18%
2022/1/6,"3,586.08","3,581.22","3,594.49","3,559.88",-0.25%
2022/1/5,"3,595.18","3,628.26","3,628.26","3,583.47",-1.02%
2022/1/4,"3,632.33","3,649.15","3,651.89","3,610.09",-0.20%
2021/12/31,"3,639.78","3,626.24","3,642.84","3,624.94",0.57%
2021/12/30,"3,619.19","3,596.49","3,628.92","3,595.50",0.62%
2021/12/29,"3,597.00","3,630.92","3,630.92","3,596.32",-0.91%
2021/12/28,"3,630.11","3,619.64","3,631.08","3,607.36",0.39%
2021/12/27,"3,615.97","3,613.05","3,632.19","3,601.94",-0.06%
2021/12/24,"3,618.05","3,645.39","3,648.96","3,612.07",-0.69%
2021/12/23,"3,643.34","3,625.47","3,643.55","3,618.05",0.57%
2021/12/22,"3,622.62","3,632.68","3,635.90","3,616.55",-0.07%
2021/12/21,"3,625.13","3,591.45","3,627.09","3,591.45",0.88%
2021/12/20,"3,593.60","3,620.04","3,643.95","3,589.36",-1.07%
2021/12/17,"3,632.36","3,670.26","3,673.65","3,631.66",-1.16%
2021/12/16,"3,675.02","3,648.93","3,675.02","3,644.66",0.75%
2021/12/15,"3,647.63","3,655.05","3,668.40","3,645.24",-0.38%
2021/12/14,"3,661.53","3,669.81","3,671.68","3,654.66",-0.53%
2021/12/13,"3,681.08","3,686.94","3,708.94","3,678.06",0.40%
2021/12/10,"3,666.35","3,654.37","3,667.85","3,651.35",-0.18%
2021/12/9,"3,673.04","3,641.16","3,688.40","3,638.70",0.98%
2021/12/8,"3,637.57","3,602.82","3,637.72","3,591.99",1.18%
2021/12/7,"3,595.09","3,611.22","3,614.22","3,572.57",0.16%
2021/12/6,"3,589.31","3,615.24","3,626.13","3,586.81",-0.50%
2021/12/3,"3,607.43","3,576.45","3,608.47","3,573.21",0.94%
2021/12/2,"3,573.84","3,573.25","3,586.87","3,567.14",-0.09%
2021/12/1,"3,576.89","3,561.89","3,576.89","3,558.69",0.36%
2021/11/30,"3,563.89","3,570.75","3,582.11","3,546.36",0.03%
2021/11/29,"3,562.70","3,528.67","3,563.68","3,526.35",-0.04%
2021/11/26,"3,564.09","3,576.11","3,576.11","3,554.88",-0.56%
2021/11/25,"3,584.18","3,593.39","3,597.15","3,579.53",-0.24%
2021/11/24,"3,592.70","3,590.02","3,602.74","3,575.29",0.10%
2021/11/23,"3,589.09","3,580.51","3,598.38","3,577.36",0.20%
2021/11/22,"3,582.08","3,562.76","3,585.19","3,562.75",0.61%
2021/11/19,"3,560.37","3,519.28","3,561.91","3,517.65",1.13%
2021/11/18,"3,520.71","3,531.49","3,537.98","3,513.11",-0.47%
2021/11/17,"3,537.37","3,518.56","3,537.51","3,513.52",0.44%
2021/11/16,"3,521.79","3,530.46","3,549.77","3,517.81",-0.33%
2021/11/15,"3,533.30","3,542.90","3,550.44","3,521.29",-0.16%
2021/11/12,"3,539.10","3,534.15","3,543.65","3,527.39",0.18%
2021/11/11,"3,532.79","3,486.45","3,534.20","3,482.83",1.15%
2021/11/10,"3,492.46","3,498.94","3,498.94","3,448.44",-0.41%
2021/11/9,"3,507.00","3,507.11","3,514.95","3,489.04",0.24%
2021/11/8,"3,498.63","3,491.97","3,507.27","3,484.24",0.20%
2021/11/5,"3,491.57","3,520.21","3,525.87","3,491.46",-1.00%
2021/11/4,"3,526.87","3,505.89","3,527.95","3,503.01",0.81%
2021/11/3,"3,498.54","3,501.10","3,512.61","3,480.49",-0.20%
2021/11/2,"3,505.63","3,543.38","3,559.05","3,477.66",-1.10%
2021/11/1,"3,544.48","3,530.40","3,556.59","3,519.29",-0.08%
2021/10/29,"3,547.34","3,519.33","3,547.34","3,502.80",0.82%
2021/10/28,"3,518.42","3,548.70","3,552.04","3,509.49",-1.23%
2021/10/27,"3,562.31","3,589.86","3,589.86","3,553.13",-0.98%
2021/10/26,"3,597.64","3,612.83","3,625.02","3,589.71",-0.34%
2021/10/25,"3,609.86","3,574.26","3,611.09","3,564.21",0.76%
2021/10/22,"3,582.60","3,594.75","3,607.58","3,578.76",-0.34%
2021/10/21,"3,594.78","3,590.05","3,610.96","3,576.35",0.22%
2021/10/20,"3,587.00","3,583.24","3,596.05","3,574.30",-0.17%
2021/10/19,"3,593.15","3,562.30","3,596.79","3,560.62",0.70%
2021/10/18,"3,568.14","3,571.05","3,571.05","3,539.48",-0.12%
2021/10/15,"3,572.37","3,551.99","3,578.77","3,542.69",0.40%
2021/10/14,"3,558.28","3,555.11","3,569.69","3,547.18",-0.10%
2021/10/13,"3,561.76","3,543.49","3,569.13","3,515.65",0.42%
2021/10/12,"3,546.94","3,581.30","3,583.64","3,515.14",-1.25%
2021/10/11,"3,591.71","3,600.36","3,614.70","3,586.75",-0.01%
2021/10/8,"3,592.17","3,609.09","3,612.55","3,571.73",0.67%
2021/9/30,"3,568.17","3,541.93","3,572.43","3,541.93",0.90%
2021/9/29,"3,536.29","3,573.52","3,573.52","3,518.05",-1.83%
2021/9/28,"3,602.22","3,577.89","3,610.92","3,568.82",0.54%
2021/9/27,"3,582.83","3,625.96","3,640.81","3,559.92",-0.84%
2021/9/24,"3,613.07","3,637.87","3,651.43","3,607.79",-0.80%
2021/9/23,"3,642.22","3,651.27","3,670.95","3,632.28",0.38%
2021/9/22,"3,628.49","3,563.21","3,629.45","3,560.50",0.40%
2021/9/17,"3,613.97","3,595.27","3,620.96","3,569.27",0.19%
2021/9/16,"3,607.09","3,664.84","3,677.92","3,606.73",-1.34%
2021/9/15,"3,656.22","3,651.16","3,677.53","3,638.32",-0.17%
2021/9/14,"3,662.60","3,709.63","3,723.85","3,655.63",-1.42%
2021/9/13,"3,715.37","3,699.25","3,716.83","3,692.82",0.33%
2021/9/10,"3,703.11","3,691.19","3,722.87","3,681.64",0.27%
2021/9/9,"3,693.13","3,666.82","3,693.45","3,662.16",0.49%
2021/9/8,"3,675.19","3,673.40","3,695.32","3,661.00",-0.04%
2021/9/7,"3,676.59","3,621.71","3,681.93","3,615.14",1.51%
2021/9/6,"3,621.86","3,580.14","3,626.29","3,580.14",1.12%
2021/9/3,"3,581.73","3,602.74","3,613.95","3,569.40",-0.43%
2021/9/2,"3,597.04","3,559.90","3,597.37","3,557.68",0.84%
2021/9/1,"3,567.10","3,543.87","3,582.32","3,514.67",0.65%
2021/8/31,"3,543.94","3,519.02","3,543.94","3,496.39",0.45%
2021/8/30,"3,528.15","3,535.07","3,539.49","3,512.99",0.17%
2021/8/27,"3,522.16","3,494.42","3,530.19","3,493.38",0.59%
2021/8/26,"3,501.66","3,537.31","3,537.32","3,499.45",-1.09%
2021/8/25,"3,540.38","3,517.92","3,540.39","3,510.07",0.74%
2021/8/24,"3,514.47","3,482.27","3,522.70","3,481.14",1.07%
2021/8/23,"3,477.13","3,436.80","3,481.25","3,436.67",1.45%
2021/8/20,"3,427.33","3,442.51","3,453.15","3,394.97",-1.10%
2021/8/19,"3,465.55","3,475.30","3,480.46","3,446.01",-0.57%
2021/8/18,"3,485.29","3,442.35","3,487.44","3,437.69",1.11%
2021/8/17,"3,446.98","3,512.11","3,531.72","3,438.12",-2.00%
2021/8/16,"3,517.34","3,514.34","3,537.85","3,510.90",0.03%
2021/8/13,"3,516.30","3,514.47","3,540.08","3,500.80",-0.24%
2021/8/12,"3,524.74","3,522.72","3,538.40","3,513.45",-0.22%
2021/8/11,"3,532.62","3,527.11","3,544.09","3,524.04",0.08%
2021/8/10,"3,529.93","3,488.66","3,529.93","3,477.06",1.01%
2021/8/9,"3,494.63","3,441.75","3,502.84","3,438.70",1.05%
2021/8/6,"3,458.23","3,465.48","3,466.39","3,436.93",-0.24%
2021/8/5,"3,466.55","3,461.72","3,486.16","3,449.39",-0.31%
2021/8/4,"3,477.22","3,442.94","3,477.60","3,440.78",0.85%
2021/8/3,"3,447.99","3,446.78","3,470.66","3,435.46",-0.47%
2021/8/2,"3,464.29","3,385.69","3,464.29","3,367.64",1.97%
2021/7/30,"3,397.36","3,398.20","3,404.88","3,370.45",-0.42%
2021/7/29,"3,411.72","3,403.84","3,416.61","3,382.57",1.49%
2021/7/28,"3,361.59","3,355.82","3,385.54","3,312.72",-0.58%
2021/7/27,"3,381.18","3,467.45","3,483.87","3,380.28",-2.49%
2021/7/26,"3,467.44","3,538.01","3,538.01","3,424.74",-2.34%
2021/7/23,"3,550.40","3,571.72","3,571.85","3,541.51",-0.68%
2021/7/22,"3,574.73","3,563.66","3,576.47","3,558.29",0.34%
2021/7/21,"3,562.66","3,543.05","3,569.09","3,543.05",0.73%
2021/7/20,"3,536.79","3,515.07","3,538.64","3,509.19",-0.07%
2021/7/19,"3,539.12","3,530.49","3,544.88","3,506.34",-0.01%
2021/7/16,"3,539.30","3,559.53","3,566.00","3,537.73",-0.71%
2021/7/15,"3,564.59","3,519.06","3,565.93","3,514.26",1.02%
2021/7/14,"3,528.50","3,560.83","3,560.83","3,525.49",-1.07%
2021/7/13,"3,566.52","3,547.59","3,567.48","3,542.82",0.53%
2021/7/12,"3,547.84","3,545.20","3,565.03","3,527.39",0.67%
2021/7/9,"3,524.09","3,512.23","3,529.31","3,485.05",-0.04%
2021/7/8,"3,525.50","3,557.22","3,558.68","3,521.06",-0.79%
2021/7/7,"3,553.72","3,508.59","3,557.88","3,504.47",0.66%
2021/7/6,"3,530.26","3,533.13","3,538.35","3,496.93",-0.11%
2021/7/5,"3,534.32","3,516.92","3,534.32","3,510.58",0.44%
2021/7/2,"3,518.76","3,569.89","3,569.89","3,514.34",-1.95%
2021/7/1,"3,588.78","3,600.55","3,607.70","3,573.94",-0.07%
2021/6/30,"3,591.20","3,572.62","3,594.12","3,569.50",0.50%
2021/6/29,"3,573.18","3,601.68","3,601.83","3,570.53",-0.92%
2021/6/28,"3,606.37","3,612.25","3,614.36","3,594.22",-0.03%
2021/6/25,"3,607.56","3,567.38","3,614.30","3,564.52",1.15%
2021/6/24,"3,566.65","3,568.58","3,570.49","3,548.82",0.01%
2021/6/23,"3,566.22","3,559.40","3,577.47","3,549.85",0.25%
2021/6/22,"3,557.41","3,539.79","3,560.19","3,536.81",0.80%
2021/6/21,"3,529.18","3,515.50","3,540.30","3,504.01",0.12%
2021/6/18,"3,525.10","3,520.50","3,535.62","3,503.18",-0.01%
2021/6/17,"3,525.60","3,508.32","3,534.20","3,507.35",0.21%
2021/6/16,"3,518.33","3,556.71","3,561.09","3,513.56",-1.07%
2021/6/15,"3,556.56","3,587.47","3,592.95","3,547.19",-0.92%
2021/6/11,"3,589.75","3,614.11","3,614.40","3,587.15",-0.58%
2021/6/10,"3,610.86","3,587.53","3,624.34","3,584.13",0.54%
2021/6/9,"3,591.40","3,576.80","3,598.71","3,572.64",0.32%
2021/6/8,"3,580.11","3,598.75","3,621.52","3,563.25",-0.54%
2021/6/7,"3,599.54","3,597.14","3,600.38","3,581.90",0.21%
2021/6/4,"3,591.84","3,565.47","3,618.80","3,561.89",0.21%
2021/6/3,"3,584.21","3,595.42","3,618.51","3,584.21",-0.36%
2021/6/2,"3,597.14","3,626.33","3,629.29","3,584.60",-0.76%
2021/6/1,"3,624.71","3,608.60","3,626.07","3,581.91",0.26%
2021/5/31,"3,615.48","3,600.07","3,615.66","3,580.65",0.41%
2021/5/28,"3,600.78","3,610.77","3,622.18","3,582.36",-0.22%
2021/5/27,"3,608.85","3,585.73","3,626.36","3,579.26",0.43%
2021/5/26,"3,593.36","3,586.84","3,603.49","3,585.37",0.34%
2021/5/25,"3,581.34","3,502.54","3,584.58","3,502.44",2.40%
2021/5/24,"3,497.28","3,486.27","3,498.30","3,469.87",0.31%
2021/5/21,"3,486.56","3,510.84","3,518.38","3,479.67",-0.58%
2021/5/20,"3,506.94","3,500.88","3,517.74","3,486.07",-0.11%
2021/5/19,"3,510.96","3,521.11","3,521.11","3,503.82",-0.51%
2021/5/18,"3,529.01","3,520.65","3,529.01","3,510.86",0.32%
2021/5/17,"3,517.62","3,490.41","3,530.51","3,490.14",0.78%
2021/5/14,"3,490.38","3,436.09","3,490.64","3,422.56",1.77%
2021/5/13,"3,429.54","3,432.14","3,448.02","3,418.38",-0.96%
2021/5/12,"3,462.75","3,429.75","3,466.37","3,428.39",0.61%
2021/5/11,"3,441.85","3,406.60","3,448.10","3,384.70",0.40%
2021/5/10,"3,427.99","3,423.59","3,429.74","3,401.93",0.27%
2021/5/7,"3,418.87","3,446.41","3,457.89","3,416.78",-0.65%
2021/5/6,"3,441.28","3,446.07","3,471.24","3,426.85",-0.16%
2021/4/30,"3,446.86","3,468.30","3,469.09","3,426.90",-0.81%
2021/4/29,"3,474.90","3,458.08","3,478.23","3,447.59",0.52%
2021/4/28,"3,457.07","3,432.16","3,457.07","3,423.32",0.42%
2021/4/27,"3,442.61","3,440.09","3,443.85","3,417.26",0.04%
2021/4/26,"3,441.17","3,484.11","3,497.12","3,438.57",-0.95%
2021/4/23,"3,474.17","3,462.09","3,482.36","3,456.33",0.26%
2021/4/22,"3,465.11","3,482.83","3,485.36","3,456.32",-0.23%
2021/4/21,"3,472.93","3,456.30","3,481.25","3,450.11",0.00%
2021/4/20,"3,472.94","3,467.15","3,494.30","3,463.46",-0.13%
2021/4/19,"3,477.55","3,427.55","3,479.01","3,414.36",1.49%
2021/4/16,"3,426.62","3,407.19","3,432.63","3,394.13",0.81%
2021/4/15,"3,398.99","3,409.61","3,409.61","3,373.09",-0.52%
2021/4/14,"3,416.72","3,397.02","3,420.03","3,392.98",0.60%
2021/4/13,"3,396.47","3,411.29","3,425.39","3,387.90",-0.48%
2021/4/12,"3,412.95","3,445.97","3,456.16","3,403.90",-1.09%
2021/4/9,"3,450.68","3,475.44","3,475.45","3,442.14",-0.92%
2021/4/8,"3,482.55","3,467.49","3,495.91","3,459.32",0.08%
2021/4/7,"3,479.63","3,483.42","3,483.42","3,453.19",-0.10%
2021/4/6,"3,482.97","3,491.63","3,493.28","3,471.76",-0.04%
2021/4/2,"3,484.39","3,472.63","3,487.59","3,462.83",0.52%
2021/4/1,"3,466.33","3,444.81","3,470.03","3,438.83",0.71%
2021/3/31,"3,441.91","3,452.21","3,452.21","3,420.83",-0.43%
2021/3/30,"3,456.68","3,432.53","3,457.63","3,423.32",0.62%
2021/3/29,"3,435.30","3,429.63","3,449.83","3,409.89",0.50%
2021/3/26,"3,418.33","3,373.32","3,423.22","3,373.32",1.63%
2021/3/25,"3,363.59","3,355.07","3,382.23","3,344.97",-0.10%
2021/3/24,"3,367.06","3,394.13","3,415.29","3,362.18",-1.30%
2021/3/23,"3,411.51","3,445.34","3,445.42","3,390.05",-0.93%
2021/3/22,"3,443.44","3,406.12","3,443.66","3,404.23",1.14%
2021/3/19,"3,404.66","3,423.87","3,439.52","3,389.29",-1.69%
2021/3/18,"3,463.07","3,449.64","3,478.14","3,449.38",0.51%
2021/3/17,"3,445.55","3,435.73","3,454.06","3,410.28",-0.03%
2021/3/16,"3,446.73","3,424.65","3,448.88","3,406.17",0.78%
2021/3/15,"3,419.95","3,441.88","3,457.49","3,392.51",-0.96%
2021/3/12,"3,453.08","3,447.20","3,454.51","3,417.24",0.47%
2021/3/11,"3,436.83","3,369.90","3,436.83","3,369.90",2.36%
2021/3/10,"3,357.74","3,389.84","3,397.03","3,354.82",-0.05%
2021/3/9,"3,359.29","3,415.34","3,429.15","3,328.31",-1.82%
2021/3/8,"3,421.41","3,524.98","3,542.30","3,421.22",-2.30%
2021/3/5,"3,501.99","3,463.31","3,523.57","3,456.67",-0.04%
2021/3/4,"3,503.49","3,546.64","3,552.20","3,487.38",-2.05%
2021/3/3,"3,576.90","3,500.16","3,577.62","3,498.72",1.95%
2021/3/2,"3,508.59","3,566.85","3,566.85","3,485.36",-1.21%
2021/3/1,"3,551.40","3,531.48","3,552.57","3,511.99",1.21%
2021/2/26,"3,509.08","3,514.56","3,550.41","3,500.70",-2.12%
2021/2/25,"3,585.05","3,595.54","3,608.56","3,568.47",0.59%
2021/2/24,"3,564.08","3,638.94","3,645.65","3,531.59",-1.99%
